 14
 
 Nr       final h           final V           max gload         max Twall         max Qdot          heat load         user #01          user #02          user #03          user #04          user #05          user #06          user #07          user #08    
 
   1  0.2145191210E+05  0.8499397674E+03  0.1740441580E+02  0.2544974718E+04  0.2021789210E+01  0.5905289211E+08  0.1274746085E+05  0.9167036897E+02  0.6943788932E+03  0.1063957747E+03  0.1161993189E+02  0.4502980348E+03  0.1932588233E+06  0.1142510730E+02
   2  0.2058656021E+05  0.8361607684E+03  0.1684648547E+02  0.2822599243E+04  0.3059136580E+01  0.1081284024E+09  0.1265632846E+05  0.1671376924E+03  0.1143322930E+04  0.1615038747E+03  0.1325071810E+02  0.4901031864E+03  0.1480067830E+06  0.1321070695E+02
   3  0.2065392213E+05  0.8808110317E+03  0.1439009017E+02  0.3017161841E+04  0.3993892857E+01  0.1962469160E+09  0.1217432363E+05  0.2543875630E+03  0.1504438197E+04  0.2112470727E+03  0.1556307549E+02  0.5260332138E+03  0.9599058225E+05  0.1488533616E+02
   4  0.1883656508E+05  0.8733641469E+03  0.1579559784E+02  0.2684626363E+04  0.2503441154E+01  0.8144999546E+08  0.1244213690E+05  0.1134188755E+03  0.9805116619E+03  0.1317583844E+03  0.1086660513E+02  0.4686177106E+03  0.2662320747E+06  0.1174823948E+02
   5  0.2317771482E+05  0.8614712454E+03  0.1428248047E+02  0.2648188016E+04  0.2370266879E+01  0.1037206640E+09  0.1214216135E+05  0.1286402029E+03  0.7630218196E+03  0.1251090595E+03  0.1500164617E+02  0.4638148343E+03  0.8766111948E+05  0.1304087930E+02
   6  0.2009186906E+05  0.8483614274E+03  0.2282887480E+02  0.3140038749E+04  0.4685349735E+01  0.1330878035E+09  0.1366596669E+05  0.3015238475E+03  0.1915595073E+04  0.2478478366E+03  0.1484698035E+02  0.5524703248E+03  0.1202571522E+06  0.1518068325E+02
   7  0.2070793382E+05  0.8746726543E+03  0.1420795078E+02  0.2563264686E+04  0.2080538717E+01  0.7790817237E+08  0.1211533638E+05  0.9393859468E+02  0.7319743560E+03  0.1094601880E+03  0.1162814174E+02  0.4525114923E+03  0.1964299482E+06  0.1154607149E+02
   8  0.1850767469E+05  0.8736474455E+03  0.2042543651E+02  0.2991563874E+04  0.3860069330E+01  0.1083037538E+09  0.1328207871E+05  0.2116534113E+03  0.1646415693E+04  0.2037436053E+03  0.1174447209E+02  0.5206133815E+03  0.2417113921E+06  0.1324685409E+02
   9  0.2316267762E+05  0.8809207790E+03  0.1755700716E+02  0.2908953063E+04  0.3451030835E+01  0.1329276439E+09  0.1279585245E+05  0.2206466703E+03  0.1180633210E+04  0.1825543953E+03  0.1702408458E+02  0.5053081956E+03  0.6677907757E+05  0.1487548074E+02
