 14
 
 Nr       final h           final V           max gload         max Twall         max Qdot          heat load         user #01          user #02          user #03          user #04          user #05          user #06          user #07          user #08    
 
   1  0.2457499030E+05  0.8779417797E+03  0.1673349365E+02  0.2199867619E+04  0.1128725074E+01  0.3450614325E+08  0.1262085859E+05  0.2403892190E+02  0.7868541460E+03  0.5935425610E+02  0.1036932966E+02  0.4163516925E+03  0.2985753174E+06  0.1124858621E+02
   2  0.2359326370E+05  0.8465468337E+03  0.1622175059E+02  0.2439346712E+04  0.1706460006E+01  0.6318163495E+08  0.1253563704E+05  0.4112288424E+02  0.1294181364E+04  0.9000100463E+02  0.1193667891E+02  0.4385048000E+03  0.2204821563E+06  0.1312404431E+02
   3  0.2340283226E+05  0.8496044995E+03  0.1374874895E+02  0.2605238671E+04  0.2220199747E+01  0.1147650102E+09  0.1203452630E+05  0.5959856901E+02  0.1702313695E+04  0.1173402045E+03  0.1357707404E+02  0.4582670346E+03  0.1571858276E+06  0.1461896055E+02
   4  0.2186081970E+05  0.8860583830E+03  0.1515499667E+02  0.2319458173E+04  0.1394916354E+01  0.4776036638E+08  0.1231251619E+05  0.2935720199E+02  0.1107882861E+04  0.7334865939E+02  0.9522312139E+01  0.4264675950E+03  0.4387258479E+06  0.1150061978E+02
   5  0.2610729706E+05  0.8522147685E+03  0.1339227574E+02  0.2285493242E+04  0.1314987880E+01  0.6073789942E+08  0.1194571194E+05  0.3190589448E+02  0.8588603678E+03  0.6934383919E+02  0.1300797888E+02  0.4235726969E+03  0.1466369944E+06  0.1268387722E+02
   6  0.2319521210E+05  0.8790764449E+03  0.2220163090E+02  0.2716324388E+04  0.2623786638E+01  0.7737968393E+08  0.1357017129E+05  0.7050810583E+02  0.2192489044E+04  0.1386930067E+03  0.1214972609E+02  0.4737019811E+03  0.2430463999E+06  0.1448682846E+02
   7  0.2369476918E+05  0.8764081955E+03  0.1358557692E+02  0.2213056233E+04  0.1156037127E+01  0.4579000016E+08  0.1197860437E+05  0.2449292397E+02  0.8219978950E+03  0.6078229899E+02  0.1049553049E+02  0.4173839582E+03  0.2916766337E+06  0.1141444318E+02
   8  0.2130352049E+05  0.8406190803E+03  0.1979189123E+02  0.2587198945E+04  0.2159341276E+01  0.6323227524E+08  0.1317703997E+05  0.5170201753E+02  0.1881487392E+04  0.1138986876E+03  0.1046568821E+02  0.4557793223E+03  0.3789980763E+06  0.1318143849E+02
   9  0.2614048823E+05  0.8790583851E+03  0.1656300026E+02  0.2514656978E+04  0.1927156531E+01  0.7729521443E+08  0.1260886435E+05  0.5224023045E+02  0.1345099681E+04  0.1018647306E+03  0.1414044934E+02  0.4470805351E+03  0.1279005254E+06  0.1427143311E+02
