 14
 
 Nr       final h           final V           max gload         max Twall         max Qdot          heat load         user #01          user #02          user #03          user #04          user #05          user #06          user #07          user #08    
 
   1  0.2316091091E+05  0.8567499180E+03  0.1704089149E+02  0.2325126887E+04  0.1408603028E+01  0.4223418853E+08  0.1267927985E+05  0.6692246633E+02  0.5742025131E+03  0.7410177548E+02  0.1186511027E+02  0.4270014474E+03  0.1778628187E+06  0.1144875104E+02
   2  0.2251545664E+05  0.8894592239E+03  0.1650742597E+02  0.2578530268E+04  0.2130546022E+01  0.7727631931E+08  0.1259120850E+05  0.1217272909E+03  0.9445296695E+03  0.1124167339E+03  0.1323457199E+02  0.4546920969E+03  0.1460118261E+06  0.1309436988E+02
   3  0.2216572261E+05  0.8555968319E+03  0.1410066097E+02  0.2755299597E+04  0.2777648581E+01  0.1404268153E+09  0.1211196351E+05  0.1848908448E+03  0.1239411189E+04  0.1468080327E+03  0.1566107867E+02  0.4795470738E+03  0.9246040924E+05  0.1480509527E+02
   4  0.2049282607E+05  0.8716356631E+03  0.1544794448E+02  0.2451955429E+04  0.1742016524E+01  0.5836156344E+08  0.1237191715E+05  0.8262560491E+02  0.8087550337E+03  0.9164234566E+02  0.1034311997E+02  0.4396782139E+03  0.3071378852E+06  0.1140241122E+02
   5  0.2478701482E+05  0.8485691691E+03  0.1381922730E+02  0.2417621886E+04  0.1646476359E+01  0.7427544068E+08  0.1204133337E+05  0.9350846497E+02  0.6281450005E+03  0.8684260493E+02  0.1466689583E+02  0.4362093875E+03  0.9239190476E+05  0.1278399112E+02
   6  0.2179434550E+05  0.8570836108E+03  0.2249031014E+02  0.2870100007E+04  0.3270318895E+01  0.9492151029E+08  0.1361447847E+05  0.2200183357E+03  0.1590601493E+04  0.1728590887E+03  0.1415971624E+02  0.4983744637E+03  0.1376471572E+06  0.1473725361E+02
   7  0.2234505461E+05  0.8674362058E+03  0.1385698557E+02  0.2340450046E+04  0.1446103873E+01  0.5589761894E+08  0.1203901875E+05  0.6835556948E+02  0.6029282095E+03  0.7603633344E+02  0.1157310677E+02  0.4283995741E+03  0.1956717811E+06  0.1141688997E+02
   8  0.2020287108E+05  0.8803067482E+03  0.2007047682E+02  0.2734135114E+04  0.2693282284E+01  0.7738097564E+08  0.1322366461E+05  0.1547071660E+03  0.1367053935E+04  0.1421088916E+03  0.1207777013E+02  0.4761509519E+03  0.2199613153E+06  0.1339476368E+02
   9  0.2479816071E+05  0.8718552531E+03  0.1700437198E+02  0.2658466498E+04  0.2407280796E+01  0.9482442618E+08  0.1269304929E+05  0.1608897785E+03  0.9771692753E+03  0.1272624983E+03  0.1675914388E+02  0.4654212971E+03  0.6907462541E+05  0.1465451800E+02
